Image,True_WNID,True_Label,Third_Last_Top1_WNID,Third_Last_Top1_Label,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11
Image_3857,n02883205,"bow tie, bow-tie, bowtie",n02883205,"bow tie, bow-tie, bowtie",0.008051029406487942,0.01048986054956913,0.01539557334035635,0.010383703745901585,0.014101624488830566,0.007182426284998655,0.006417469587177038,0.0069373236037790775,0.008463723585009575,0.004061409272253513,0.01939430832862854,0.04725624620914459
Image_3858,n02883205,"bow tie, bow-tie, bowtie",n03026506,Christmas stocking,0.0001451205462217331,0.0005201181629672647,0.0005901314434595406,0.0004649717011488974,0.0006622803630307317,0.0004573061887640506,0.0004839847388211638,0.0006824172451160848,0.0008997133700177073,0.0008660623570904136,0.004740431439131498,0.10117020457983017
Image_3859,n02883205,"bow tie, bow-tie, bowtie",n04099969,"rocking chair, rocker",1.5947420251904987e-05,9.40483805607073e-05,6.321795081021264e-05,0.00010436279990244657,0.00020325195509940386,0.0001368168304907158,0.0002116919495165348,0.00019653080380521715,0.0002296750171808526,0.0003898050053976476,0.0017939023673534393,0.04527454450726509
Image_3860,n02883205,"bow tie, bow-tie, bowtie",n04371430,"swimming trunks, bathing trunks",0.0004067281261086464,0.00031838208087719977,0.00035770010435953736,0.00025850848760455847,0.0003397736290935427,0.00026102186529897153,0.00020024368131998926,0.0004130438610445708,0.0005672238767147064,0.00021937873680144548,0.005026258062571287,0.05415220186114311
Image_3861,n02883205,"bow tie, bow-tie, bowtie",n04023962,"punching bag, punch bag, punching ball, punchball",0.00016699079424142838,0.00013994236360304058,0.00019525068637449294,0.0002899200771935284,0.0005146462353877723,0.000724049867130816,0.0011203718604519963,0.000922956969588995,0.0003912725660484284,0.00020021750242449343,0.000955412455368787,0.05583157762885094
Image_3862,n02883205,"bow tie, bow-tie, bowtie",n03814639,neck brace,0.0007403394556604326,0.0016138085629791021,0.0020900212693959475,0.001739615690894425,0.004832535050809383,0.0019544765818864107,0.005772891454398632,0.008982121013104916,0.0031832903623580933,0.006304487120360136,0.00922362506389618,0.0010279571870341897
Image_3863,n02883205,"bow tie, bow-tie, bowtie",n03838899,"oboe, hautboy, hautbois",8.842365787131712e-05,0.00011002006067428738,9.633169247535989e-05,7.963503594510257e-05,0.00020626925106626004,0.00045492121716961265,0.000485332595417276,0.0006919500301592052,0.0003113811544608325,0.0007081605144776404,0.0004962047678418458,0.046496640890836716
Image_3864,n02883205,"bow tie, bow-tie, bowtie",n03838899,"oboe, hautboy, hautbois",8.42020454001613e-05,0.0001124013724620454,9.000333375297487e-05,7.23434568499215e-05,0.00017311803821939975,0.0002695813891477883,0.0005240266909822822,0.00021296100749168545,0.00010247554746456444,0.00030678059556521475,0.00030479716951958835,0.045746639370918274
Image_3865,n02883205,"bow tie, bow-tie, bowtie",n07715103,cauliflower,0.0005451861070469022,0.0008685631910338998,0.0005586461629718542,0.000330943672452122,0.0006284737610258162,0.0009281272068619728,0.0018525653285905719,0.002021215623244643,0.0018966083880513906,0.0009657720220275223,0.001214953837916255,0.05969073250889778
Image_3866,n02883205,"bow tie, bow-tie, bowtie",n04099969,"rocking chair, rocker",1.467907441110583e-05,9.501633758191019e-05,6.91117747919634e-05,0.00012905905896332115,0.0002490570186637342,0.00019802631868515164,0.0006435135728679597,0.0002398120705038309,0.00020278937881812453,0.00033852740307338536,0.0011699562892317772,0.08808454126119614
Image_3867,n02883205,"bow tie, bow-tie, bowtie",n04532106,vestment,0.0007850963156670332,0.0010462015634402633,0.0006345196161419153,0.0007576942443847656,0.0013612615875899792,0.00134118995629251,0.002478562528267503,0.002284482354298234,0.0014907543081790209,0.0020048986189067364,0.005356309935450554,0.004933834541589022
Image_3868,n02883205,"bow tie, bow-tie, bowtie",n03770439,"miniskirt, mini",0.0016891482518985868,0.001454254612326622,0.0016159305814653635,0.0015305158449336886,0.0008985208696685731,0.002105901949107647,0.001882073818705976,0.0015515591949224472,0.0013110761065036058,0.0013133635511621833,0.0010935800382867455,0.07273917645215988
Image_3869,n02883205,"bow tie, bow-tie, bowtie",n03930313,"picket fence, paling",0.007081847637891769,0.0130178052932024,0.0077314008958637714,0.005396687425673008,0.008962638676166534,0.01100933738052845,0.019707998260855675,0.02207224816083908,0.01386516448110342,0.012489059008657932,0.016364898532629013,0.048135410994291306
Image_3870,n02883205,"bow tie, bow-tie, bowtie",n07768694,pomegranate,1.9075003365287557e-05,4.634767901734449e-05,7.076027395669371e-05,9.187018440570682e-05,0.0001044335585902445,9.86530285445042e-05,0.0001586143480380997,0.00041743609472177923,0.0003670089354272932,0.00019816926214843988,0.0014161505969241261,0.05276038497686386
Image_3871,n02883205,"bow tie, bow-tie, bowtie",n03404251,fur coat,0.00010628069867379963,0.00019330039503984153,0.0001106538693420589,6.355489313136786e-05,0.00013225083239376545,0.0008438581135123968,0.0003105505893472582,0.0002896466467063874,0.0003191283904016018,0.0002380096702836454,0.0011618031421676278,0.05634862557053566
Image_3872,n02883205,"bow tie, bow-tie, bowtie",n02669723,"academic gown, academic robe, judge's robe",8.764021686147316e-07,1.784788082659361e-06,1.8065396716338e-06,1.7408900703230756e-06,2.534634404582903e-06,2.37285121329478e-06,5.331731244950788e-06,1.0131519957212731e-05,8.076697668002453e-06,1.815659379644785e-05,2.807854616548866e-05,0.04934953153133392
Image_3873,n02883205,"bow tie, bow-tie, bowtie",n04254777,sock,0.00017718404706101865,0.00017221162852365524,0.0002179177972720936,0.0003932385297957808,0.0005654784617945552,0.00035138364182785153,0.00067474803654477,0.0008495188667438924,0.0016029346734285355,0.0015079798176884651,0.007048360072076321,0.07544385641813278
Image_3874,n02883205,"bow tie, bow-tie, bowtie",n02837789,"bikini, two-piece",5.556993983191205e-06,9.84990856522927e-06,1.0218142051598988e-05,6.4858818404900376e-06,9.664726349001285e-06,9.96736253000563e-06,1.3555298210121691e-05,3.926775752916001e-05,0.00013243182911537588,0.00022766627080272883,0.002000110689550638,0.003476842073723674
Image_3875,n02883205,"bow tie, bow-tie, bowtie",n04532106,vestment,0.0007184011628851295,0.001053467276506126,0.0006572419661097229,0.0007829104433767498,0.0014607042539864779,0.002003380563110113,0.0026780206244438887,0.0018496325938031077,0.0017978512914851308,0.0020453413017094135,0.0054227327927947044,0.04705895856022835
Image_3876,n02883205,"bow tie, bow-tie, bowtie",n02666196,abacus,0.03252613544464111,0.03996610641479492,0.03356369212269783,0.04313747212290764,0.057532548904418945,0.05822595953941345,0.04322201386094093,0.03884761035442352,0.04592616856098175,0.0371924452483654,0.08356738835573196,0.060751792043447495
Image_3877,n02883205,"bow tie, bow-tie, bowtie",n02669723,"academic gown, academic robe, judge's robe",1.0010758160206024e-06,1.7121850532930694e-06,1.4258954479373642e-06,2.0928030153299915e-06,3.527444278006442e-06,6.470841526606819e-06,1.059439546224894e-05,1.987583891605027e-05,1.7387290426995605e-05,4.470473504625261e-05,9.333453635917976e-05,0.06793798506259918
Image_3878,n02883205,"bow tie, bow-tie, bowtie",n02190166,fly,0.062023431062698364,0.07221369445323944,0.05981944501399994,0.06144661456346512,0.07237020134925842,0.11616000533103943,0.048884861171245575,0.05264076963067055,0.05696003511548042,0.054668668657541275,0.04946446791291237,0.017271872609853745
Image_3879,n02883205,"bow tie, bow-tie, bowtie",n04008634,"projectile, missile",3.272563481004909e-05,2.261418558191508e-05,2.9276365239638835e-05,2.823686554620508e-05,5.198444705456495e-05,5.603347017313354e-05,6.934852717677131e-05,6.275283521972597e-05,7.81723647378385e-05,3.9104670577216893e-05,0.00016837866860441864,0.05062484368681908
Image_3880,n02883205,"bow tie, bow-tie, bowtie",n03160309,"dam, dike, dyke",0.00016558272182010114,5.506653178599663e-05,2.193034924857784e-05,2.7139629310113378e-05,5.8758247178047895e-05,3.2199506676988676e-05,2.5005116185639054e-05,2.501432754797861e-05,8.407651330344379e-05,0.00015799353423062712,0.0002455249195918441,0.06640797853469849
Image_3881,n02883205,"bow tie, bow-tie, bowtie",n03670208,"limousine, limo",0.00023995556693989784,9.137369488598779e-05,9.581510676071048e-05,8.264525968115777e-05,7.843596540624276e-05,0.00014581163122784346,0.0002012096083490178,0.00022710910707246512,0.00024032719375099987,0.00036626437213271856,0.0017661043675616384,0.059689223766326904
Image_3882,n02883205,"bow tie, bow-tie, bowtie",n02206856,bee,0.003984055016189814,0.00447886111214757,0.005179291591048241,0.004536413121968508,0.004760278854519129,0.0043882327154278755,0.01669994369149208,0.010490392334759235,0.008712084963917732,0.009674630127847195,0.011967881582677364,0.058406103402376175
Image_3883,n02883205,"bow tie, bow-tie, bowtie",n03670208,"limousine, limo",0.00021323926921468228,8.147588960127905e-05,7.929839193820953e-05,6.378437683451921e-05,6.936716818017885e-05,8.660231833346188e-05,0.00017792850849218667,0.0002180487645091489,0.0003448652569204569,0.00036184911732561886,0.0005500425468198955,0.06903239339590073
Image_3884,n02883205,"bow tie, bow-tie, bowtie",n12267677,acorn,0.010307351127266884,0.026559272781014442,0.02285558544099331,0.016927575692534447,0.018750781193375587,0.017154505476355553,0.03167366981506348,0.0555444210767746,0.09396331757307053,0.09756169468164444,0.1295134425163269,0.04676605761051178
Image_3885,n02883205,"bow tie, bow-tie, bowtie",n09193705,alp,0.13282433152198792,0.11406388133764267,0.08779981732368469,0.09172753989696503,0.08997754752635956,0.09523952752351761,0.12987898290157318,0.11367487162351608,0.13151073455810547,0.14817647635936737,0.14085239171981812,0.07120122760534286
Image_3886,n02883205,"bow tie, bow-tie, bowtie",n04532106,vestment,0.0007729630451649427,0.0010300956200808287,0.0007058374467305839,0.0010101381922140718,0.0019198463996872306,0.002046737587079406,0.0023872670717537403,0.002870407421141863,0.0030209815595299006,0.002679322613403201,0.004591837991029024,0.055212683975696564
Image_3887,n02883205,"bow tie, bow-tie, bowtie",n04070727,"refrigerator, icebox",0.00015021077706478536,0.00043678825022652745,0.0009435520623810589,0.0008812251617200673,0.00110880087595433,0.0010570737067610025,0.0024263495579361916,0.0037339692935347557,0.002923722146078944,0.0023800323251634836,0.008738511241972446,0.09063076972961426
Image_3888,n02883205,"bow tie, bow-tie, bowtie",n03733131,maypole,0.02268836461007595,0.014923647046089172,0.026623355224728584,0.024275273084640503,0.039700280874967575,0.09425254911184311,0.15817727148532867,0.17619872093200684,0.04285397753119469,0.05020929500460625,0.08282681554555893,0.030662229284644127
Image_3889,n02883205,"bow tie, bow-tie, bowtie",n02815834,beaker,0.0005802007508464158,0.0004403844359330833,0.00023187516489997506,0.0006374974618665874,0.0004974094335921109,0.00029197492403909564,0.00029667594935745,0.00023844552924856544,0.0004366575740277767,0.00015541612810920924,0.000690709741320461,0.043501850217580795
Image_3890,n02883205,"bow tie, bow-tie, bowtie",n02226429,"grasshopper, hopper",0.0017171208746731281,0.0019262233981862664,0.0011354980524629354,0.0010636323131620884,0.0021521481685340405,0.0017427427228540182,0.002510204678401351,0.002417402807623148,0.0030749677680432796,0.006542792543768883,0.012085409834980965,0.043638039380311966
Image_3891,n02883205,"bow tie, bow-tie, bowtie",n02669723,"academic gown, academic robe, judge's robe",9.771348459253204e-07,1.696022650321538e-06,1.3631396313940058e-06,1.723996774671832e-06,2.981778834509896e-06,4.045829427923309e-06,1.101366706279805e-05,1.2793424502888229e-05,8.258923116954975e-06,2.423227488179691e-05,5.864987178938463e-05,0.005104461219161749
Image_3892,n02883205,"bow tie, bow-tie, bowtie",n04597913,wooden spoon,8.478216477669775e-05,0.00020809307170566171,0.00029018716304562986,0.0003036452108062804,0.0005896038492210209,0.0008415185729973018,0.003154622856527567,0.0017303809290751815,0.00591217540204525,0.004132437985390425,0.00878348108381033,0.0042646233923733234
Image_3893,n02883205,"bow tie, bow-tie, bowtie",n02403003,ox,0.03962268680334091,0.03763439506292343,0.05544091388583183,0.05065906047821045,0.038415223360061646,0.03395755589008331,0.03361545875668526,0.021196406334638596,0.018760260194540024,0.025129271671175957,0.03714171051979065,0.0500609390437603
Image_3894,n02883205,"bow tie, bow-tie, bowtie",n03838899,"oboe, hautboy, hautbois",8.212206739699468e-05,0.00010421647311886773,8.813353633740917e-05,6.661788211204112e-05,0.00017579957784619182,0.0002696365991141647,0.00046461063902825117,0.0004108994035050273,0.00014354041195474565,0.0004465833189897239,0.0006744589773006737,0.10299928486347198
Image_3895,n02883205,"bow tie, bow-tie, bowtie",n03838899,"oboe, hautboy, hautbois",9.306893480243161e-05,0.00011550690396688879,9.533827687846497e-05,6.742451660102233e-05,0.0001203493302455172,0.00029955198988318443,0.0003832592337857932,0.00015651299327146262,9.621115168556571e-05,0.00020569490152411163,0.0003591578279156238,0.092471644282341
Image_3896,n02883205,"bow tie, bow-tie, bowtie",n02226429,"grasshopper, hopper",0.0017804289236664772,0.0020281898323446512,0.0011862467508763075,0.001375682302750647,0.0027393195778131485,0.001909836777485907,0.0032665138132870197,0.002723409328609705,0.00548651022836566,0.01016979943960905,0.011080571450293064,0.01562870666384697
Image_3897,n02883205,"bow tie, bow-tie, bowtie",n04023962,"punching bag, punch bag, punching ball, punchball",0.00016162106476258487,0.00014085602015256882,0.00020949153986293823,0.0002951071073766798,0.000465789926238358,0.0004680139245465398,0.0007796174031682312,0.0008836392662487924,0.0006549427635036409,0.0002330666611669585,0.0007299957796931267,0.04000028222799301
Image_3898,n02883205,"bow tie, bow-tie, bowtie",n04532106,vestment,0.0007768080104142427,0.0010218380484730005,0.0006669551366940141,0.0007668763282708824,0.0014419765211641788,0.002068240661174059,0.0023257634602487087,0.00475677102804184,0.003959558438509703,0.0019642235711216927,0.002609922317788005,0.019575411453843117
Image_3899,n02883205,"bow tie, bow-tie, bowtie",n03733131,maypole,0.022305570542812347,0.01321461796760559,0.023804904893040657,0.017821326851844788,0.03838614374399185,0.08551790565252304,0.1270543783903122,0.13733379542827606,0.04092026874423027,0.04109524190425873,0.07853324711322784,0.06656698882579803
Image_3900,n02883205,"bow tie, bow-tie, bowtie",n07747607,orange,0.029761597514152527,0.022562077268958092,0.018339978531003,0.012985244393348694,0.009735564701259136,0.011075318790972233,0.02118752710521221,0.012944065034389496,0.02048902027308941,0.02725476212799549,0.0418475903570652,0.05232548713684082
Image_3901,n02892201,"brass, memorial tablet, plaque",n03837869,obelisk,0.003493956755846739,0.0012084300396963954,0.0008410948794335127,0.0012551668332889676,0.0011609315406531096,0.002020918531343341,0.0016746168257668614,0.0012922746827825904,0.0025037324521690607,0.0025502368807792664,0.014395312406122684,0.018540101125836372
Image_3902,n02892201,"brass, memorial tablet, plaque",n04070727,"refrigerator, icebox",0.0001304206089116633,0.00046796485548838973,0.001246976898983121,0.0009444577153772116,0.001206622226163745,0.0018252745503559709,0.002699872711673379,0.001782414154149592,0.001816694624722004,0.001757760182954371,0.0028914976865053177,0.06355705857276917
Image_3903,n02892201,"brass, memorial tablet, plaque",n07579787,plate,0.007722200360149145,0.015934625640511513,0.015450096689164639,0.015439251437783241,0.019263582304120064,0.028466051444411278,0.023653270676732063,0.015062512829899788,0.047529831528663635,0.053394805639982224,0.12615537643432617,0.03348236903548241
Image_3904,n02892201,"brass, memorial tablet, plaque",n03891332,parking meter,3.913140517397551e-06,7.481045486201765e-06,5.397238510340685e-06,2.6923080440610647e-06,2.485221784809255e-06,7.022632871667156e-06,1.0529529390623793e-05,6.777971520932624e-06,5.968719051452354e-06,2.1956468117423356e-05,6.866976036690176e-05,0.02030182257294655
Image_3905,n02892201,"brass, memorial tablet, plaque",n04070727,"refrigerator, icebox",0.00014985182497184724,0.00047953755711205304,0.0011876310454681516,0.000981414457783103,0.0012420580023899674,0.0016629514284431934,0.002151799388229847,0.002853746060281992,0.002340258564800024,0.0026883191894739866,0.00395562220364809,0.013297064229846
Image_3906,n02892201,"brass, memorial tablet, plaque",n03014705,chest,0.033314526081085205,0.035600919276475906,0.06827472895383835,0.07713726907968521,0.08198782056570053,0.06961944699287415,0.040502116084098816,0.04926658049225807,0.11857500672340393,0.07997602969408035,0.12537503242492676,0.03389196842908859
Image_3907,n02892201,"brass, memorial tablet, plaque",n03400231,"frying pan, frypan, skillet",0.005361431743949652,0.005072939209640026,0.00803474523127079,0.007502989377826452,0.011859847232699394,0.010157876648008823,0.008098531514406204,0.0067047905176877975,0.005978810600936413,0.004010424483567476,0.01312624104321003,0.004514796193689108
Image_3908,n02892201,"brass, memorial tablet, plaque",n03837869,obelisk,0.003912272863090038,0.0013977611670270562,0.0010979844955727458,0.0014560569543391466,0.001195759978145361,0.0012602080823853612,0.0016209037275984883,0.0015496350824832916,0.0012923406902700663,0.0016771616647019982,0.007387133315205574,0.029877977445721626
Image_3909,n02892201,"brass, memorial tablet, plaque",n03930313,"picket fence, paling",0.006541760638356209,0.012755603529512882,0.006874784827232361,0.005323618650436401,0.008805598132312298,0.012285108678042889,0.018621811643242836,0.01471127849072218,0.00909108854830265,0.01070280373096466,0.025802582502365112,0.07242186367511749
Image_3910,n02892201,"brass, memorial tablet, plaque",n04532106,vestment,0.0008155029499903321,0.0011176500702276826,0.000786074495408684,0.0009691723971627653,0.001638739020563662,0.0020939514506608248,0.0023342545609921217,0.0021493304520845413,0.0029551188927143812,0.0027012021746486425,0.006090156733989716,0.06273223459720612
Image_3911,n02892201,"brass, memorial tablet, plaque",n03930313,"picket fence, paling",0.006234479136765003,0.01106820348650217,0.005557172000408173,0.005171732511371374,0.008945333771407604,0.006832079030573368,0.01946575753390789,0.012249255552887917,0.006290970835834742,0.00954268779605627,0.010397969745099545,0.038255345076322556
Image_3912,n02892201,"brass, memorial tablet, plaque",n03201208,"dining table, board",1.0962731721519958e-05,5.086938836029731e-05,4.862357673118822e-05,9.753198537509888e-05,0.00015037800767458975,0.0003068206424359232,0.0005715468432754278,0.0008945188601501286,0.0022790117654949427,0.005619830451905727,0.014594191685318947,0.06843341886997223
Image_3913,n02892201,"brass, memorial tablet, plaque",n03930313,"picket fence, paling",0.007636734284460545,0.013658312149345875,0.006821692921221256,0.005767551716417074,0.009741839952766895,0.00970615167170763,0.020344240590929985,0.02278777025640011,0.008946610614657402,0.008463715203106403,0.019552424550056458,0.03241230547428131
Image_3914,n02892201,"brass, memorial tablet, plaque",n03400231,"frying pan, frypan, skillet",0.005301429890096188,0.005075538530945778,0.008518306538462639,0.009649091400206089,0.01311392243951559,0.010448233224451542,0.010918674990534782,0.018158743157982826,0.022410469129681587,0.012210123240947723,0.009943663142621517,0.08350194245576859
Image_3915,n02892201,"brass, memorial tablet, plaque",n04023962,"punching bag, punch bag, punching ball, punchball",0.00018041262228507549,0.00014694826677441597,0.00020275599672459066,0.00021827680757269263,0.0003062480827793479,0.0004004483635071665,0.0011994909727945924,0.0005906957085244358,0.00058743916451931,0.0003282427496742457,0.0017245222115889192,0.04125162214040756
Image_3916,n02892201,"brass, memorial tablet, plaque",n03837869,obelisk,0.0039452435448765755,0.001531256828457117,0.0012778376694768667,0.0019304424058645964,0.0028278259560465813,0.004139295779168606,0.001982499845325947,0.0026265920605510473,0.0018179805483669043,0.0021442000288516283,0.005231307353824377,0.0330563485622406
Image_3917,n02892201,"brass, memorial tablet, plaque",n02699494,altar,0.0019148382125422359,0.0018497784622013569,0.002072012284770608,0.0020551513880491257,0.003005499020218849,0.003295507049188018,0.0015701843658462167,0.004266294185072184,0.020859379321336746,0.022404013201594353,0.09151182323694229,0.005537259858101606
Image_3918,n02892201,"brass, memorial tablet, plaque",n02666196,abacus,0.039262522011995316,0.044693805277347565,0.034482311457395554,0.03610389307141304,0.05322660878300667,0.04442664608359337,0.05421494320034981,0.04464777931571007,0.07572422176599503,0.07008262723684311,0.0712505429983139,0.07018586248159409
Image_3919,n02892201,"brass, memorial tablet, plaque",n03014705,chest,0.03940171003341675,0.043423641473054886,0.08075835555791855,0.08686339855194092,0.10449134558439255,0.06332772970199585,0.0483374297618866,0.08428560942411423,0.14752797782421112,0.07488458603620529,0.13238167762756348,0.008841641247272491
Image_3920,n02892201,"brass, memorial tablet, plaque",n02892201,"brass, memorial tablet, plaque",1.796963688960318e-09,1.1603255245518085e-08,3.892722144627214e-09,9.248746657419815e-09,1.9915248117285955e-08,2.1041749675987376e-08,2.4748683102870928e-08,2.1385124782113962e-08,5.166090843999882e-08,4.00622781171478e-07,1.2159870266259531e-06,0.09132932871580124
Image_3921,n02892201,"brass, memorial tablet, plaque",n04486054,triumphal arch,7.323890258703614e-06,9.69009124673903e-06,6.021056378813228e-06,5.346667876438005e-06,7.70451151765883e-06,3.2054493203759193e-05,2.088696783175692e-05,2.5879135137074627e-05,5.5887081543914974e-05,0.00010223755816696212,0.00032741151517257094,0.025897622108459473
Image_3922,n02892201,"brass, memorial tablet, plaque",n03930313,"picket fence, paling",0.0063805775716900826,0.010583953000605106,0.005779794882982969,0.005302873905748129,0.009136523120105267,0.00711151072755456,0.025700833648443222,0.01714368909597397,0.008609124459326267,0.009381013922393322,0.015594137832522392,0.033687423914670944
Image_3923,n02892201,"brass, memorial tablet, plaque",n03662601,lifeboat,0.00022615100897382945,0.0001834578433772549,0.000184101183549501,0.00026205729227513075,0.00031284557189792395,0.00045435604988597333,0.0004311121010687202,0.0003745509893633425,0.0005419382359832525,0.0005157804116606712,0.003531137714162469,0.049604132771492004
Image_3924,n02892201,"brass, memorial tablet, plaque",n02666196,abacus,0.035982001572847366,0.041189104318618774,0.032728228718042374,0.03568537160754204,0.05305709317326546,0.04560532420873642,0.03904733061790466,0.03774109482765198,0.04970233142375946,0.04520789906382561,0.0569591224193573,0.025944577530026436
Image_3925,n02892201,"brass, memorial tablet, plaque",n03201208,"dining table, board",1.0362160537624732e-05,4.9472499085823074e-05,4.6535205910913646e-05,9.964588389266282e-05,0.000157172791659832,0.00038697526906616986,0.0007624818827025592,0.0014774029841646552,0.0028834459371864796,0.0047219255939126015,0.014388812705874443,0.08852727711200714
Image_3926,n02892201,"brass, memorial tablet, plaque",n02699494,altar,0.0018446964677423239,0.0020192116498947144,0.0023368285037577152,0.002659541554749012,0.0037463053595274687,0.005050828214734793,0.0015271594747900963,0.0047182622365653515,0.018329838290810585,0.023139512166380882,0.09045205265283585,0.1375802606344223
Image_3927,n02892201,"brass, memorial tablet, plaque",n09193705,alp,0.12253429740667343,0.10670117288827896,0.07987776398658752,0.08579391241073608,0.07603388279676437,0.09561941772699356,0.11546477675437927,0.08872609585523605,0.10337001085281372,0.10769876092672348,0.11107132583856583,0.05527215078473091
Image_3928,n02892201,"brass, memorial tablet, plaque",n03837869,obelisk,0.0038334382697939873,0.0015018961858004332,0.0012401448329910636,0.001616582041606307,0.0016690852353349328,0.0019616156350821257,0.0011698637390509248,0.0012827652972191572,0.0011314797447994351,0.0010990527225658298,0.006299048196524382,0.04321017488837242
Image_3929,n02892201,"brass, memorial tablet, plaque",n07579787,plate,0.007184487301856279,0.01524087693542242,0.01466282457113266,0.017777761444449425,0.021098943427205086,0.028314407914876938,0.022906415164470673,0.021866245195269585,0.05917772650718689,0.0662594735622406,0.1441039890050888,0.031443361192941666
Image_3930,n02892201,"brass, memorial tablet, plaque",n07579787,plate,0.007971620187163353,0.014957530423998833,0.01468406431376934,0.014800820499658585,0.015906695276498795,0.02242734283208847,0.016438109800219536,0.020373720675706863,0.06383807957172394,0.06157606467604637,0.15596047043800354,0.005144054070115089
Image_3931,n02892201,"brass, memorial tablet, plaque",n03355925,"flagpole, flagstaff",7.855149419810914e-08,4.235621986481419e-08,4.892587313065633e-08,7.849781979984982e-08,1.163064951015258e-07,6.9458835127989e-08,1.37156121127191e-07,1.6640844080484385e-07,9.392420707854399e-08,6.593267585230933e-07,1.7855102214525687e-06,0.00844323169440031
Image_3932,n02892201,"brass, memorial tablet, plaque",n02892201,"brass, memorial tablet, plaque",1.5939671804687805e-09,1.2900280843552991e-08,3.5700447043041095e-09,6.057577994766916e-09,1.2638319724089797e-08,1.3687191824374167e-08,1.741367050556164e-08,2.232702023263755e-08,4.2101966357677156e-08,2.685908953026228e-07,4.2793403736141045e-06,0.03181447833776474
Image_3933,n02892201,"brass, memorial tablet, plaque",n03355925,"flagpole, flagstaff",7.295670201301618e-08,3.9332633150479523e-08,3.836317219452212e-08,6.085063830596482e-08,1.0924426163683165e-07,4.4522760589416066e-08,6.736841839938279e-08,1.4308174911548122e-07,1.0085037160934007e-07,4.686168892931164e-07,1.0438646995680756e-06,0.0381067618727684
Image_3934,n02892201,"brass, memorial tablet, plaque",n02699494,altar,0.0021894758101552725,0.0021046139299869537,0.002270693890750408,0.0027650147676467896,0.004308301489800215,0.004697061609476805,0.0018154795980080962,0.006292745005339384,0.019185515120625496,0.025403490290045738,0.10286722332239151,0.021490972489118576
Image_3935,n02892201,"brass, memorial tablet, plaque",n04376876,syringe,6.758637755410746e-05,0.00018847352475859225,0.00015369663015007973,0.00012821078416891396,0.0002094941883115098,0.00024758404470048845,0.00016893501742742956,0.0003427828778512776,0.0006589267286472023,0.0006272211903706193,0.0007940560462884605,0.04355604946613312
Image_3936,n02892201,"brass, memorial tablet, plaque",n07579787,plate,0.007827410474419594,0.01628664694726467,0.015620402991771698,0.018648168072104454,0.025391334667801857,0.026844654232263565,0.03424755856394768,0.02197536639869213,0.05283166840672493,0.05730143561959267,0.1396069973707199,0.015363487415015697
Image_3937,n02892201,"brass, memorial tablet, plaque",n02814860,"beacon, lighthouse, beacon light, pharos",0.006472663022577763,0.0022905508521944284,0.0026818120386451483,0.004353766329586506,0.004359022248536348,0.006880485452711582,0.012316650710999966,0.004819492809474468,0.001817747950553894,0.0029455856420099735,0.0030919562559574842,0.06117735803127289
Image_3938,n02892201,"brass, memorial tablet, plaque",n04532106,vestment,0.0007626969018019736,0.0011544696753844619,0.0007214383804239333,0.0008811306324787438,0.001696044928394258,0.002168683335185051,0.003916612360626459,0.004605235531926155,0.002757461043074727,0.0049195061437785625,0.009292501956224442,0.1677875965833664
Image_3939,n02892201,"brass, memorial tablet, plaque",n02666196,abacus,0.04106968268752098,0.04728859290480614,0.03137889504432678,0.03607163950800896,0.04331938177347183,0.04810396954417229,0.06259554624557495,0.05832831934094429,0.06154714524745941,0.054769620299339294,0.06911234557628632,0.13090430200099945
Image_3940,n02892201,"brass, memorial tablet, plaque",n03891332,parking meter,3.0573198728234274e-06,5.550100468099117e-06,3.954143721784931e-06,2.603808070489322e-06,1.6418780433014035e-06,3.2309390007867478e-06,4.619382252712967e-06,3.3118865303549683e-06,3.26319695886923e-06,7.251830538734794e-06,2.8472415579017252e-05,0.028686154633760452
Image_3941,n02892201,"brass, memorial tablet, plaque",n03837869,obelisk,0.003863048739731312,0.001462776679545641,0.0012500754091888666,0.0017352406866848469,0.002063959604129195,0.0030822260305285454,0.002587642055004835,0.0014183985767886043,0.0018558927113190293,0.0033126184716820717,0.007428242824971676,0.003131087636575103
Image_3942,n02892201,"brass, memorial tablet, plaque",n07579787,plate,0.007799576502293348,0.015635477378964424,0.014833525754511356,0.015081462450325489,0.014410016126930714,0.016122857108712196,0.013456189073622227,0.014160891994833946,0.04497562721371651,0.0725160539150238,0.1258798986673355,0.03293710574507713
Image_3943,n02892201,"brass, memorial tablet, plaque",n03733131,maypole,0.022477304562926292,0.015311130322515965,0.03039252758026123,0.02305365726351738,0.03863254189491272,0.10064993798732758,0.12963537871837616,0.1664608120918274,0.06496439129114151,0.06126885861158371,0.20158125460147858,0.2718236446380615
Image_3944,n02892201,"brass, memorial tablet, plaque",n03838899,"oboe, hautboy, hautbois",7.772789831506088e-05,9.571548434905708e-05,9.042353485710919e-05,8.28051779535599e-05,0.0002457084774505347,0.000246744864853099,0.0003347543824929744,0.00029551866464316845,0.000131519278511405,0.0002552309015300125,0.00016284332377836108,0.0059856269508600235
