Image,True_WNID,True_Label,Last_Top1_WNID,Last_Top1_Label,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11
Image_5148,n03388043,fountain,n03388043,fountain,0.0012079350417479873,0.0016533908201381564,0.0011543349828571081,0.0010942878434434533,0.0009388127364218235,0.0008206429774872959,0.0006411052891053259,0.0013437600573524833,0.002160497708246112,0.0018207072280347347,0.029063750058412552,0.5019246935844421
Image_5149,n03388043,fountain,n03388043,fountain,0.001123053370974958,0.0014176844852045178,0.001017665141262114,0.0011600934667512774,0.0011753733269870281,0.0009761141845956445,0.000754418084397912,0.0010703039588406682,0.0015507378848269582,0.0009735709754750133,0.01178913563489914,0.18406765162944794
Image_5150,n03388043,fountain,n03388043,fountain,0.0011911571491509676,0.0015558155719190836,0.0010457132011651993,0.001164269633591175,0.00139603519346565,0.001069511054083705,0.00121618015691638,0.0014318781904876232,0.002036987105384469,0.0020919337403029203,0.012639309279620647,0.7275617718696594
Image_5151,n03393912,freight car,n03393912,freight car,1.5636641137461993e-06,1.0732981081673643e-06,1.1079077921749558e-06,1.3887049590266543e-06,2.5368253773194738e-06,6.475906047853641e-06,8.726205123821273e-06,2.0211638911860064e-05,1.941762093338184e-05,2.889525239879731e-05,0.0001375031133648008,0.3599383533000946
Image_5152,n03393912,freight car,n04149813,scoreboard,0.00042734851012937725,0.00019709905609488487,0.00013100533396936953,0.00017536169616505504,0.0002536474203225225,0.00022573406749870628,0.00010771158122224733,0.00017981800192501396,0.0003529545501805842,0.000645388092380017,0.0030056394170969725,0.29341191053390503
Image_5153,n03393912,freight car,n03393912,freight car,1.7814610373534379e-06,1.2682336318903253e-06,1.3619938954434474e-06,1.7495399333711248e-06,3.773488288061344e-06,7.817650839569978e-06,1.0401630788692273e-05,2.1890578864258714e-05,1.96485998458229e-05,3.335558358230628e-05,0.00016371523088309914,0.16864807903766632
Image_5154,n03393912,freight car,n03393912,freight car,1.7143416926046484e-06,1.1824093917311984e-06,1.2575733308040071e-06,1.6620283531665336e-06,2.853119895007694e-06,6.256994765863055e-06,5.301499641063856e-06,1.35081590997288e-05,2.0785009837709367e-05,2.7710197173291817e-05,0.00014472290058620274,0.2514062523841858
Image_5155,n03393912,freight car,n09193705,alp,0.14129669964313507,0.11506441980600357,0.08809586614370346,0.0935031995177269,0.07922686636447906,0.08890656381845474,0.1327982246875763,0.10278956592082977,0.15138442814350128,0.1529749631881714,0.16204048693180084,0.10446824878454208
Image_5156,n03393912,freight car,n03393912,freight car,1.7108604879467748e-06,1.2072624713255209e-06,1.3040921658102889e-06,1.6906283235584851e-06,2.9457501113938633e-06,9.252274139726069e-06,7.318628377106506e-06,2.1585585272987373e-05,2.156274968001526e-05,2.871409014915116e-05,0.0005679695168510079,0.8625703454017639
Image_5157,n03393912,freight car,n03393912,freight car,1.4692445802211296e-06,1.0255297411276842e-06,1.2885816431662533e-06,2.0379270608827937e-06,4.518833065958461e-06,1.1584998901525978e-05,7.596705927426228e-06,1.8141390683013014e-05,2.0558001779136248e-05,2.2206468202057295e-05,0.0007424256764352322,0.9303285479545593
Image_5158,n03393912,freight car,n03393912,freight car,1.8827794292519684e-06,1.2002155926893465e-06,1.1166383728777873e-06,1.5375834436781588e-06,2.5308631848020013e-06,7.3607197919045575e-06,6.637705610046396e-06,1.7842046872829087e-05,2.3770304323988967e-05,1.9253462596680038e-05,0.00010541010124143213,0.4264752268791199
Image_5159,n03393912,freight car,n03393912,freight car,1.6210824469453655e-06,1.1250820080022095e-06,1.1731490303645842e-06,1.4938009371689986e-06,2.8550632578117074e-06,8.341300599568058e-06,1.0540107723500114e-05,2.6310368411941454e-05,2.8533822842291556e-05,4.2484814912313595e-05,0.01722329668700695,0.9912061095237732
Image_5160,n03393912,freight car,n03393912,freight car,1.7392010249750456e-06,1.2038768772981712e-06,1.182545588562789e-06,1.4501907799058245e-06,2.4757423489063513e-06,6.178467174322577e-06,4.808144694834482e-06,2.2526333850692026e-05,2.860700260498561e-05,2.0063867850694805e-05,0.0005009624874219298,0.9318234920501709
Image_5161,n03393912,freight car,n02814860,"beacon, lighthouse, beacon light, pharos",0.006065810099244118,0.002003293950110674,0.0025025811046361923,0.004167374223470688,0.005860993172973394,0.00607245834544301,0.009094402194023132,0.006489039398729801,0.00275897397659719,0.0034653900656849146,0.003409043187275529,0.17488013207912445
Image_5162,n03393912,freight car,n03393912,freight car,1.5788084510859335e-06,1.1689922985169687e-06,1.333550699200714e-06,1.6887083802430425e-06,2.67694417743769e-06,7.2483062467654236e-06,5.4196639212023e-06,1.11177278085961e-05,1.3916477655584458e-05,1.6432626580353826e-05,0.00274293078109622,0.9677427411079407
Image_5163,n03393912,freight car,n03388043,fountain,0.0010708828922361135,0.0014782380312681198,0.0010245584417134523,0.0010459234472364187,0.0011416730703786016,0.000814224942587316,0.0011828443966805935,0.0014795981114730239,0.002858978696167469,0.002910664537921548,0.008697574026882648,0.1252475380897522
Image_5164,n03393912,freight car,n03393912,freight car,1.5860105122555979e-06,1.1367171737219905e-06,1.2857392448495375e-06,1.5835092881388846e-06,3.5438449685898377e-06,7.0287751441355795e-06,6.6853031057689805e-06,1.1221512068004813e-05,1.3419176866591442e-05,2.1003117581130937e-05,0.004148796666413546,0.9548763632774353
Image_5165,n03393912,freight car,n03393912,freight car,1.5238518926707911e-06,1.206072397508251e-06,1.2187380207251408e-06,1.47301784636511e-06,3.0118355880404124e-06,8.667891052027699e-06,8.973956028057728e-06,1.8917764464276843e-05,3.033640496141743e-05,2.6014695322373882e-05,0.0017791547579690814,0.9667701721191406
Image_5166,n03393912,freight car,n03393912,freight car,1.9023934783035656e-06,1.277218188988627e-06,1.4534067531712935e-06,2.334473037990392e-06,4.174500190856634e-06,1.3038217730354518e-05,1.6031799532356672e-05,2.9492863177438267e-05,2.5773872039280832e-05,3.291354005341418e-05,0.00013415065768640488,0.39602479338645935
Image_5167,n03393912,freight car,n03393912,freight car,1.4427985206566518e-06,1.074680199053546e-06,1.2956393220520113e-06,2.004927637244691e-06,4.304979484004434e-06,1.067017910827417e-05,9.220720130542759e-06,1.9461467672954313e-05,2.2586469640373252e-05,3.679213477880694e-05,0.004194601438939571,0.9609808921813965
Image_5168,n03393912,freight car,n03393912,freight car,1.7130126934716827e-06,1.1156164418935077e-06,1.2235819895067834e-06,1.546298221910547e-06,3.0896233056409983e-06,7.452842510247137e-06,7.354651188506978e-06,1.2973296179552563e-05,1.6543574020033702e-05,1.8356291548116133e-05,0.018428334966301918,0.9874324798583984
Image_5169,n03393912,freight car,n03393912,freight car,1.724521212054242e-06,1.2152747785876272e-06,1.2249143992448808e-06,1.4730658222106285e-06,3.0395008252526168e-06,7.974074833327904e-06,9.604013030184433e-06,2.2912428903509863e-05,2.252537706226576e-05,8.218664879677817e-05,0.029682928696274757,0.8461076021194458
Image_5170,n03393912,freight car,n03393912,freight car,1.5282031426977483e-06,1.171324015558639e-06,1.2926871022500563e-06,1.6799272088974249e-06,3.7989302654750645e-06,9.925393896992318e-06,9.039092219609302e-06,2.204508928116411e-05,1.765031265676953e-05,1.4509682841890026e-05,9.679405047791079e-05,0.12195645272731781
Image_5171,n03393912,freight car,n03393912,freight car,1.6019081385820755e-06,1.1414983873692108e-06,1.2516883316493477e-06,1.5107826811799896e-06,3.3795993203966646e-06,9.586238775227685e-06,1.1540129889908712e-05,1.6362981114070863e-05,1.6688783944118768e-05,2.0000261429231614e-05,0.0004298333078622818,0.5494182705879211
Image_5172,n03393912,freight car,n03393912,freight car,1.8489209878680413e-06,1.1738595731003443e-06,1.0804561725308304e-06,1.4198892586136935e-06,2.2463307232101215e-06,8.724172403162811e-06,9.644992132962216e-06,1.1772106518037617e-05,1.6230569599429145e-05,4.153706322540529e-05,0.024712596088647842,0.9662953615188599
Image_5173,n03393912,freight car,n03393912,freight car,1.6172310779438703e-06,1.1490564020277816e-06,1.1957324659306323e-06,1.3907272204960464e-06,2.411282366665546e-06,5.329196028469596e-06,5.17070475325454e-06,8.223921213357244e-06,1.2545705430966336e-05,2.1979905795888044e-05,0.0005633537657558918,0.9185875058174133
Image_5174,n03393912,freight car,n03393912,freight car,1.744470637277118e-06,1.2362393135845196e-06,1.2797378303730511e-06,1.599869278834376e-06,2.760529696388403e-06,6.949766429897863e-06,5.129102191858692e-06,1.454576886317227e-05,1.7939315512194298e-05,2.9872111554141156e-05,0.0074929166585206985,0.9901430606842041
Image_5175,n03393912,freight car,n03393912,freight car,1.983616357392748e-06,1.315999725193251e-06,1.2565420774990343e-06,1.6230210349021945e-06,3.591764652810525e-06,7.628035746165551e-06,6.138071512395982e-06,1.5947260180837475e-05,2.54933529504342e-05,3.2073778129415587e-05,0.019158823415637016,0.9914979338645935
Image_5176,n03393912,freight car,n03393912,freight car,1.846899181146e-06,1.3485914678312838e-06,1.3610562064059195e-06,1.75510979261162e-06,3.5016898891626624e-06,5.835463980474742e-06,5.99025270275888e-06,1.0569539881544188e-05,1.0783383913803846e-05,1.2428355148585979e-05,0.0002847856958396733,0.8775145411491394
Image_5177,n03393912,freight car,n03393912,freight car,1.658747692090401e-06,1.1134635542475735e-06,1.2750176665576873e-06,1.4567217476724181e-06,2.8740182642650325e-06,6.1083887885615695e-06,1.3427452358882874e-05,3.0102877644822e-05,2.1987298168824054e-05,3.91004177799914e-05,0.0012224146630614996,0.7288622856140137
Image_5178,n03393912,freight car,n03393912,freight car,1.6000735740817618e-06,1.1611105037445668e-06,1.2371353932394413e-06,1.4112023336565471e-06,2.9358598112594336e-06,6.71581028655055e-06,6.231840416148771e-06,1.9331044313730672e-05,2.2571435692952946e-05,2.636573844938539e-05,0.007296971045434475,0.9196829199790955
Image_5179,n03393912,freight car,n03393912,freight car,1.8091866422764724e-06,1.3558782256950508e-06,1.4054538723939913e-06,1.6156542415046715e-06,3.0361868539330317e-06,4.879829248238821e-06,5.069844974059379e-06,8.998300472740084e-06,1.1564639862626791e-05,1.1822610758827068e-05,0.0004447227402124554,0.9005711078643799
Image_5180,n03393912,freight car,n03393912,freight car,1.9491355942591326e-06,1.2943478395754937e-06,1.2229555750309373e-06,1.4835885622233036e-06,2.419855491098133e-06,7.822917723387945e-06,8.815300134301651e-06,1.4221863239072263e-05,2.0258286895113997e-05,3.912972897524014e-05,0.0009269118891097605,0.7987241148948669
Image_5181,n03393912,freight car,n03393912,freight car,1.8189897446063696e-06,1.261873649127665e-06,1.1854367585328873e-06,1.6951975112533546e-06,2.891557187467697e-06,7.3694632192200515e-06,5.2252285058784764e-06,1.3603371371573303e-05,1.4916483451088425e-05,1.8038157577393577e-05,0.004092923365533352,0.9163489937782288
Image_5182,n03393912,freight car,n02927161,"butcher shop, meat market",3.939149806342357e-08,1.008497463317326e-07,5.3839617208950585e-08,1.4190050023898948e-07,3.7955595644234563e-07,4.24294398726488e-07,2.6524463692112477e-07,2.715040068324015e-07,2.028427559253032e-07,3.5946587217949855e-07,8.656469390189159e-07,0.1256256401538849
Image_5183,n03393912,freight car,n03393912,freight car,1.7025995475705713e-06,1.3159848322175094e-06,1.40780912261107e-06,1.5507282569160452e-06,3.384048795851413e-06,1.0424543688714039e-05,9.725263225845993e-06,1.8549562810221687e-05,1.8505865227780305e-05,2.7997639335808344e-05,0.00048642841284163296,0.6940793395042419
Image_5184,n03393912,freight car,n03393912,freight car,1.7446577658120077e-06,1.1610243291215738e-06,1.1628341098912642e-06,1.3345779734663665e-06,2.8720401132886764e-06,9.399252121511381e-06,8.478529707645066e-06,1.2607012649823446e-05,1.4291338629845995e-05,1.6143252651090734e-05,0.003421137575060129,0.9834074378013611
Image_5185,n03393912,freight car,n03393912,freight car,1.6233931319220574e-06,1.1555009677977068e-06,1.1880730426128139e-06,1.4784817494728486e-06,2.9615441690111766e-06,6.4481400841032155e-06,4.73485260954476e-06,1.068813435267657e-05,1.3556522389990278e-05,1.151173455582466e-05,0.0015266231494024396,0.9753981828689575
Image_5186,n03393912,freight car,n03393912,freight car,1.458439442103554e-06,9.798725386644946e-07,1.1344433232807205e-06,1.5170712686085608e-06,2.86654267256381e-06,7.187492428784026e-06,5.007877007301431e-06,1.2670521755353548e-05,2.007348302868195e-05,2.3516875444329344e-05,0.002079148543998599,0.9754922389984131
Image_5187,n03393912,freight car,n03393912,freight car,1.7920046957442537e-06,1.1005586202372797e-06,1.270791472052224e-06,1.9111414530925686e-06,4.074073785886867e-06,8.746609637455549e-06,7.70782025938388e-06,1.9572586097638123e-05,2.2641703253611922e-05,2.3345992303802632e-05,0.0018097131978720427,0.9625012278556824
Image_5188,n03393912,freight car,n03393912,freight car,1.3796709481539438e-06,1.0374996008977178e-06,1.0732826467574341e-06,1.4223808193492005e-06,3.283023488620529e-06,6.171309451019624e-06,9.477419553149957e-06,1.4842560631223023e-05,1.6833719200803898e-05,2.0341749404906295e-05,0.00036123176687397063,0.3727985918521881
Image_5189,n03393912,freight car,n03670208,"limousine, limo",0.0001714079116936773,7.040315540507436e-05,7.725199247943237e-05,6.39732534182258e-05,8.907905430532992e-05,0.00019662851991597563,0.000376851879991591,0.0004983769031241536,0.0003838813863694668,0.000491393671836704,0.001648412668146193,0.20307980477809906
Image_5190,n03393912,freight car,n03393912,freight car,1.648300894885324e-06,1.2334959365034592e-06,1.2671739568759222e-06,1.5246888551700977e-06,2.650596343301004e-06,7.152793386921985e-06,6.1566729527839925e-06,1.3553112694353331e-05,1.8819924662238918e-05,4.451599306776188e-05,0.002805865602567792,0.9239460825920105
Image_5191,n03393912,freight car,n03393912,freight car,1.7376042933392455e-06,1.2590320466188132e-06,1.2604178891706397e-06,1.488735620114312e-06,2.9923605779913487e-06,5.934067303314805e-06,8.434185474470723e-06,1.2748631888825912e-05,1.4158583326207008e-05,1.5805069779162295e-05,0.00030260285711847246,0.6077765822410583
Image_5192,n03393912,freight car,n03393912,freight car,1.7427075817977311e-06,1.1790936014222098e-06,1.181854599963117e-06,1.4393168612514273e-06,2.8508572995633585e-06,8.106879249680787e-06,6.862557256681612e-06,8.594916835136246e-06,1.3140851478965487e-05,1.228346718562534e-05,0.00023411595611833036,0.23617640137672424
Image_5193,n03393912,freight car,n03393912,freight car,1.6816577499412233e-06,1.1405709301470779e-06,1.100988924918056e-06,1.1714231504811323e-06,1.9104522834823e-06,5.364016942621674e-06,6.745467544533312e-06,2.2274603907135315e-05,2.3788197722751647e-05,3.815247691818513e-05,0.0005202610045671463,0.9136859178543091
Image_5194,n03393912,freight car,n03393912,freight car,1.6878532278497005e-06,1.2321411304583307e-06,1.3112068018017453e-06,1.5887611652942724e-06,3.3963581245188834e-06,8.177024938049726e-06,8.11659629107453e-06,2.088053588522598e-05,2.0726040020235814e-05,3.115692743449472e-05,0.0010936817852780223,0.8896539807319641
Image_5195,n03393912,freight car,n03393912,freight car,1.5309562968468526e-06,1.1559430959096062e-06,1.3268031580082607e-06,1.6181418232008582e-06,3.811391479757731e-06,7.5301686592865735e-06,6.702736300212564e-06,2.294155456183944e-05,2.2592610548599623e-05,1.5960416931193322e-05,0.0002856288629118353,0.4795856475830078
Image_5196,n03393912,freight car,n03393912,freight car,1.6727581169106998e-06,1.1739310821212712e-06,1.382746404487989e-06,1.7479611642556847e-06,3.5933114759245655e-06,1.05248136605951e-05,7.515381639677798e-06,1.730978510749992e-05,3.0459688787232153e-05,5.0116159400204197e-05,0.00776683259755373,0.9891424775123596
Image_5197,n03393912,freight car,n03393912,freight car,1.6268190847767983e-06,1.201517306981259e-06,1.3737853805650957e-06,1.960212784979376e-06,3.947358891309705e-06,9.599921213521156e-06,6.493481578218052e-06,3.060957169509493e-05,2.53935249929782e-05,4.589924355968833e-05,0.0018400048138573766,0.9585991501808167
Image_5198,n03393912,freight car,n02730930,apron,0.01433134637773037,0.005010239779949188,0.0037287515588104725,0.005374441854655743,0.004845548886805773,0.004717543255537748,0.0034015155397355556,0.009567000903189182,0.0317242406308651,0.04361505061388016,0.1107633113861084,0.156065434217453
Image_5199,n03393912,freight car,n03393912,freight car,1.7584083025212749e-06,1.2960672393091954e-06,1.3451860922941705e-06,1.615370592844556e-06,3.1876600132818567e-06,6.294939794315724e-06,8.671899195178412e-06,1.7319507605861872e-05,2.0491655959631316e-05,3.321170879644342e-05,0.008224155753850937,0.991389811038971
Image_5200,n03393912,freight car,n03393912,freight car,1.8000097270487458e-06,1.3151667417332646e-06,1.5020940509202774e-06,1.745699819366564e-06,3.6627138797484804e-06,8.077519851212855e-06,1.0124571417691186e-05,1.4584880773327313e-05,1.2122773114242591e-05,2.1576679500867613e-05,0.00011308724788250402,0.12713466584682465
Image_5201,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.005547726061195135,0.00535914022475481,0.00962927658110857,0.011919996701180935,0.017726987600326538,0.01522156037390232,0.0202186182141304,0.016250047832727432,0.017229894176125526,0.015566079877316952,0.027345389127731323,0.6348538994789124
Image_5202,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.006255230866372585,0.006131787784397602,0.009236691519618034,0.009631654247641563,0.017232730984687805,0.01941588521003723,0.009903786703944206,0.012911765836179256,0.011244559660553932,0.0038027360569685698,0.03240616247057915,0.18981008231639862
Image_5203,n03400231,"frying pan, frypan, skillet",n03706229,magnetic compass,1.9127750494618567e-09,3.62488195015942e-09,4.081781579401422e-09,7.142280544769619e-09,1.6200310426484066e-08,9.76648895090193e-09,9.931418354369725e-09,5.566131378031969e-08,8.214145452711819e-08,1.2414579941832926e-07,3.630405274179793e-07,0.4231313169002533
Image_5204,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.005415494088083506,0.005234927404671907,0.00912237074226141,0.012274750508368015,0.018702849745750427,0.018098024651408195,0.013799157924950123,0.01354284305125475,0.013411195017397404,0.006738357245922089,0.04049430415034294,0.2592678666114807
Image_5205,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.00548576982691884,0.004943029955029488,0.007966696284711361,0.008575791493058205,0.01134943775832653,0.009880169294774532,0.009555532597005367,0.011120068840682507,0.012202639132738113,0.006789448205381632,0.2707248330116272,0.7483386397361755
Image_5206,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.005598800256848335,0.005347542464733124,0.009369677864015102,0.009591104462742805,0.015569212846457958,0.01818135380744934,0.017700131982564926,0.01493658684194088,0.014943040907382965,0.018517600372433662,0.25980737805366516,0.9585434794425964
Image_5207,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.006112102884799242,0.005473040975630283,0.008474142290651798,0.01079647894948721,0.015338954515755177,0.010554454289376736,0.012943419627845287,0.01441078819334507,0.01313377358019352,0.014519685879349709,0.2798205316066742,0.8892987370491028
Image_5208,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.0052678571082651615,0.005062215030193329,0.009006491862237453,0.011088944971561432,0.016038471832871437,0.01579379290342331,0.016276409849524498,0.021769799292087555,0.015614649280905724,0.011620434932410717,0.299740731716156,0.9108499884605408
Image_5209,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.005888097453862429,0.005681819748133421,0.009165816009044647,0.011112408712506294,0.019073311239480972,0.01809702068567276,0.01223224401473999,0.01068114023655653,0.011342640034854412,0.009375933557748795,0.09891767799854279,0.9413459897041321
Image_5210,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.005665311124175787,0.005776902660727501,0.009513724595308304,0.012136116623878479,0.021403346210718155,0.019975759088993073,0.01812698505818844,0.01956629939377308,0.015298265963792801,0.022271979600191116,0.16831231117248535,0.5408757925033569
Image_5211,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.005348260048776865,0.004996650852262974,0.008171395398676395,0.00807997491210699,0.014654279686510563,0.012706995010375977,0.012887528166174889,0.01664755679666996,0.012053608894348145,0.009069139137864113,0.012677330523729324,0.6896235346794128
Image_5212,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.005956152454018593,0.0058565279468894005,0.010067274793982506,0.015061360783874989,0.024494759738445282,0.026274600997567177,0.016661159694194794,0.022438881918787956,0.015299174003303051,0.017926592379808426,0.13922470808029175,0.7446542382240295
Image_5213,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.0055123623460531235,0.005440033972263336,0.009171941317617893,0.01250273548066616,0.021233022212982178,0.023784497752785683,0.01922544650733471,0.022981245070695877,0.020747052505612373,0.018956897780299187,0.11053763329982758,0.8402689099311829
Image_5214,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.005555762909352779,0.004873617552220821,0.008127553388476372,0.009958542883396149,0.013654698617756367,0.010580766946077347,0.008216817863285542,0.01108767744153738,0.012560202740132809,0.007596679497510195,0.44124558568000793,0.8343980312347412
Image_5215,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.00590404961258173,0.0055321804247796535,0.008932669647037983,0.010884750634431839,0.016950611025094986,0.01738094352185726,0.022509155794978142,0.023561961948871613,0.01787153258919716,0.014505436643958092,0.04748950153589249,0.3932855725288391
Image_5216,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.005710073281079531,0.005538187921047211,0.010082639753818512,0.011508326977491379,0.020096030086278915,0.028974007815122604,0.019234459847211838,0.014005602337419987,0.01300039142370224,0.010306279174983501,0.026934530586004257,0.3730950951576233
Image_5217,n03400231,"frying pan, frypan, skillet",n04596742,wok,0.004737819079309702,0.002805012511089444,0.005541644059121609,0.007019165437668562,0.012582266703248024,0.00817626528441906,0.006609161850064993,0.004274040926247835,0.0036631436087191105,0.0025002816691994667,0.029046908020973206,0.5458622574806213
Image_5218,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.005358410533517599,0.005173190496861935,0.008563701063394547,0.008455215953290462,0.014166914857923985,0.012041639536619186,0.01289158221334219,0.008221474476158619,0.012125206179916859,0.014370031654834747,0.07217180728912354,0.7168285846710205
Image_5219,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.005633303429931402,0.005310453940182924,0.008923821151256561,0.011398435570299625,0.020823627710342407,0.019726743921637535,0.014482813887298107,0.028780288994312286,0.021948276087641716,0.02100973203778267,0.4029245972633362,0.9236043691635132
Image_5220,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.005463298875838518,0.005409261677414179,0.009749415330588818,0.010854003019630909,0.012833476066589355,0.014027131721377373,0.014847603626549244,0.01558435894548893,0.015601318329572678,0.008691677823662758,0.05989803373813629,0.3488496243953705
Image_5221,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.005874725058674812,0.005946830380707979,0.009766572155058384,0.014794635586440563,0.020491361618041992,0.020710891112685204,0.021966416388750076,0.016948968172073364,0.013425859622657299,0.009629301726818085,0.2112024873495102,0.9019445180892944
Image_5222,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.005941407755017281,0.0059713632799685,0.009246044792234898,0.010960050858557224,0.017779836431145668,0.019130224362015724,0.011983055621385574,0.01644919440150261,0.0173856932669878,0.013237827457487583,0.14169307053089142,0.7546458840370178
Image_5223,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.005817422643303871,0.0054818009957671165,0.008610592223703861,0.009998946450650692,0.015893027186393738,0.011661051772534847,0.01163299661129713,0.015076894313097,0.013044772669672966,0.010753706097602844,0.03317476063966751,0.6073095202445984
Image_5224,n03400231,"frying pan, frypan, skillet",n04596742,wok,0.004387521650642157,0.002504229312762618,0.005751431453973055,0.007776782847940922,0.01790374144911766,0.009437772445380688,0.010058674961328506,0.008452129550278187,0.005543604493141174,0.004460460972040892,0.014821832999587059,0.2832619547843933
Image_5225,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.006029603537172079,0.005839938297867775,0.009509332478046417,0.012446954846382141,0.018219726160168648,0.01877755858004093,0.015189938247203827,0.01317266933619976,0.012213528156280518,0.008750702254474163,0.17121043801307678,0.9769831895828247
Image_5226,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.00555896433070302,0.0046601970680058,0.00805917289108038,0.008749132975935936,0.016467195004224777,0.014506218954920769,0.010506798513233662,0.014315490610897541,0.014496839605271816,0.010248979553580284,0.08314299583435059,0.7503522634506226
Image_5227,n03400231,"frying pan, frypan, skillet",n07715103,cauliflower,0.0005022739060223103,0.0009500742889940739,0.0006287395372055471,0.00032400284544564784,0.0008199464646168053,0.0007276748074218631,0.00272128963842988,0.004593051970005035,0.002622039057314396,0.002028820803388953,0.003319618757814169,0.1000075712800026
Image_5228,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.005261644255369902,0.005356736481189728,0.008542628027498722,0.008652721531689167,0.019317040219902992,0.01967250369489193,0.012223932892084122,0.014379213564097881,0.009722089394927025,0.011344287544488907,0.019097669050097466,0.4497467577457428
Image_5229,n03400231,"frying pan, frypan, skillet",n04008634,"projectile, missile",3.0348797736223787e-05,2.188033249694854e-05,2.818580651364755e-05,3.140846092719585e-05,7.175538485171273e-05,7.857968739699572e-05,9.5201532531064e-05,0.0001674505037954077,0.0001680207933532074,0.0002466510923113674,0.00046292279148474336,0.4730941355228424
Image_5230,n03400231,"frying pan, frypan, skillet",n07579787,plate,0.007173630874603987,0.014369853772222996,0.014682379551231861,0.01622142642736435,0.015721365809440613,0.024485502392053604,0.02013096772134304,0.022411294281482697,0.06284183263778687,0.0909685492515564,0.23512043058872223,0.45920801162719727
Image_5231,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.006335663143545389,0.0056471917778253555,0.010677679441869259,0.011825673282146454,0.016524164006114006,0.013503705151379108,0.012109325267374516,0.014618627727031708,0.012941759079694748,0.009853072464466095,0.07050599902868271,0.5666143894195557
Image_5232,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.005216911435127258,0.0047454796731472015,0.0076741608791053295,0.00925165694206953,0.013296466320753098,0.010951859876513481,0.012471253983676434,0.011760257184505463,0.013372481800615788,0.010879652574658394,0.28596922755241394,0.8999423384666443
Image_5233,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.005909665022045374,0.005457908846437931,0.009058970026671886,0.011136134155094624,0.019177546724677086,0.016154738143086433,0.013814241625368595,0.015984946861863136,0.014735175296664238,0.009523030370473862,0.08247025310993195,0.940585196018219
Image_5234,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.00551430182531476,0.005046350881457329,0.008366518653929234,0.00870631542056799,0.013281835243105888,0.012484763748943806,0.01294793002307415,0.01833292841911316,0.014669179916381836,0.008000197820365429,0.011106899939477444,0.23533153533935547
Image_5235,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.005498050712049007,0.004881051369011402,0.007679447997361422,0.008298428729176521,0.012719651684165001,0.01721818372607231,0.01400703750550747,0.02354896441102028,0.020464710891246796,0.0132092060521245,0.0317087322473526,0.34806200861930847
Image_5236,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.005813930183649063,0.0055191102437675,0.009079157374799252,0.010772733949124813,0.012922077439725399,0.013186223804950714,0.012655429542064667,0.013987347483634949,0.01581372320652008,0.01286992710083723,0.03133890777826309,0.42105594277381897
Image_5237,n03400231,"frying pan, frypan, skillet",n03400231,"frying pan, frypan, skillet",0.005824408493936062,0.0059120794758200645,0.009820004925131798,0.011642823927104473,0.019263219088315964,0.01550887618213892,0.016512341797351837,0.013587744906544685,0.013159744441509247,0.012555886059999466,0.16608001291751862,0.707334041595459
